line_id	text	tokens_space
9953	ولا يجوز اخلاء مسافه العدوي عن قاض .	ولا يجوز اخلاء مسافه العدوي عن قاض .
9954	فرع : لا بد من توليه من الامام او ماذونه ولو لمن تعين للقضاء فان فقد	فرع : لا بد من توليه من الامام او ماذونه ولو لمن تعين للقضاء فان فقد
9955	الامام فتوليه اهل الحل والعقد في البلد او بعضهم مع رضا الباقين ولو ولاه	الامام فتوليه اهل الحل والعقد في البلد او بعضهم مع رضا الباقين ولو ولاه
9956	اهل جانب من البلد صح فيه دون الاخر .	اهل جانب من البلد صح فيه دون الاخر .
9957	ومن صريح التوليه وليتك او قلدتك القضاء ومن كفايتها عولت واعتمدت عليك ms322	ومن صريح التوليه وليتك او قلدتك القضاء ومن كفايتها عولت واعتمدت عليك ms322
9958	فيه .	فيه .
9959	وشرط قاض كونه اهلا للشهادات كافيا مجتهدا ,	وشرط قاض كونه اهلا للشهادات كافيا مجتهدا ,
9960	ويشترط القبول لفظا وكذا فورا في	ويشترط القبول لفظا وكذا فورا في
9961	الحاضر وعند بلوغ الخبر في غيره .	الحاضر وعند بلوغ الخبر في غيره .
9962	وقال جمع محققون : الشرط عدم الرد ومن تعين في ناحيه لزمه قبوله وكذا طلبه	وقال جمع محققون : الشرط عدم الرد ومن تعين في ناحيه لزمه قبوله وكذا طلبه
9963	ولو ببذل مال وان خاف من نفسه الميل فان لم يتعين فيها كره للمفضول القبول	ولو ببذل مال وان خاف من نفسه الميل فان لم يتعين فيها كره للمفضول القبول
9964	والطلب ان لم يمتنع الافضل ويحرم طلبه بعزل صالح له ولو مفضولا .	والطلب ان لم يمتنع الافضل ويحرم طلبه بعزل صالح له ولو مفضولا .
9965	وشرط قاض كونه اهلا للشهادات كلها بان يكون مسلما مكلفا حرا ذكرا عدلا	وشرط قاض كونه اهلا للشهادات كلها بان يكون مسلما مكلفا حرا ذكرا عدلا
9966	سميعا ولو بالصياح بصيرا فلا يولي من ليس كذلك ولا اعمي وهو من يري الشبح	سميعا ولو بالصياح بصيرا فلا يولي من ليس كذلك ولا اعمي وهو من يري الشبح
9967	ولا يميز الصوره وان قربت بخلاف من يميزها اذا قربت بحيث يعرفها ولو بتكلف	ولا يميز الصوره وان قربت بخلاف من يميزها اذا قربت بحيث يعرفها ولو بتكلف
9968	ومزيد تامل وان عجز عن قراءه المكتوب واختير صحه ولايه الاعمي .	ومزيد تامل وان عجز عن قراءه المكتوب واختير صحه ولايه الاعمي .
9969	كافيا للقيام بمنصب القضاء فلا يولي مغفل ومختل نظر بكبر او مرض .	كافيا للقيام بمنصب القضاء فلا يولي مغفل ومختل نظر بكبر او مرض .
9970	مجتهدا فلا يصح توليه جاهل ومقلد وان حفظ مذهب امامه لعجزه عن ادراك	مجتهدا فلا يصح توليه جاهل ومقلد وان حفظ مذهب امامه لعجزه عن ادراك
9971	غوامضه والمجتهد من يعرف باحكام القران من العام والخاص والمجمل والمبين	غوامضه والمجتهد من يعرف باحكام القران من العام والخاص والمجمل والمبين
9972	والمطلق والمقيد والنص والظاهر والناسخ والمنسوخ والمحكم	والمطلق والمقيد والنص والظاهر والناسخ والمنسوخ والمحكم
9973	والمتشابه وباحكام السنه من المتواتر وهو ما تعددت طرقه والاحاد وهو	والمتشابه وباحكام السنه من المتواتر وهو ما تعددت طرقه والاحاد وهو
9974	بخلافه والمتصل	بخلافه والمتصل
9975	000000000000000000000000000000000	000000000000000000000000000000000
9976	باتصال رواته اليه صلي الله عليه	باتصال رواته اليه صلي الله عليه
9977	وسلم ويسمي المرفوع او الي الصحابي فقط ويسمي الموقوف .	وسلم ويسمي المرفوع او الي الصحابي فقط ويسمي الموقوف .
9978	والمرسل وهو قول التابعي قال رسول الله ص كذا او فعل كذا او بحال الرواه	والمرسل وهو قول التابعي قال رسول الله ص كذا او فعل كذا او بحال الرواه
9979	قوه وضعفا وما تواتر ناقلوه .	قوه وضعفا وما تواتر ناقلوه .
9980	واجمع السلف علي قبوله لا يبحث عن عداله ناقليه وله الاكتفاء بتعديل امام	واجمع السلف علي قبوله لا يبحث عن عداله ناقليه وله الاكتفاء بتعديل امام
9981	عرف صحه مذهبه في الجرح والتعديل ويقدم عند التعارض الخاص علي العام	عرف صحه مذهبه في الجرح والتعديل ويقدم عند التعارض الخاص علي العام
9982	والمقيد علي المطلق والنص علي الظاهر والمحكم علي المتشابه والناسخ والمتصل	والمقيد علي المطلق والنص علي الظاهر والمحكم علي المتشابه والناسخ والمتصل
9983	والقوي علي مقابلها ولا تنحصر الاحكام في خمسمائه ايه ولا خمسمائه حديث	والقوي علي مقابلها ولا تنحصر الاحكام في خمسمائه ايه ولا خمسمائه حديث
9984	خلافا لزاعمهما وبالقياس بانواعه الثلاثه من الجلي وهو ما يقطع فيه بنفي	خلافا لزاعمهما وبالقياس بانواعه الثلاثه من الجلي وهو ما يقطع فيه بنفي
9985	الفارق كقياس ضرب الولد علي تافيفه او المساوي وهو ما يبعد فيه انتفاء	الفارق كقياس ضرب الولد علي تافيفه او المساوي وهو ما يبعد فيه انتفاء
9986	الفارق كقياس احراق مال اليتيم علي اكله او الادون وهو ما لا يبعد فيه	الفارق كقياس احراق مال اليتيم علي اكله او الادون وهو ما لا يبعد فيه
9987	انتفاء الفارق كقياس الذره علي البر في الربا ms323 بجامع الطعم وبلسان العرب لغه	انتفاء الفارق كقياس الذره علي البر في الربا ms323 بجامع الطعم وبلسان العرب لغه
9988	ونحوا وصرفا وبلاغه وباقوال العلماء من الصحابه فمن بعدهم ولو فيما يتكلم	ونحوا وصرفا وبلاغه وباقوال العلماء من الصحابه فمن بعدهم ولو فيما يتكلم
9989	فيه فقط لئلا يخالفهم .	فيه فقط لئلا يخالفهم .
9990	قال ابن الصلاح : اجتماع ذلك كله انما هو شرط للمجتهد المطلق الذي يفتي في	قال ابن الصلاح : اجتماع ذلك كله انما هو شرط للمجتهد المطلق الذي يفتي في
9991	جميع ابواب الفقه اما مقيد لا يعدو مذهب امام خاص فليس عليه غير معرفه	جميع ابواب الفقه اما مقيد لا يعدو مذهب امام خاص فليس عليه غير معرفه
9992	قواعد امامه وليراع فيها ما يراعيه المطلق في قوانين الشرع فانه مع المجتهد	قواعد امامه وليراع فيها ما يراعيه المطلق في قوانين الشرع فانه مع المجتهد
9993	كالمجتهد مع نصوص الشرع ومن ثم لم يكن له عدول عن نص امامه كما لا يجوز	كالمجتهد مع نصوص الشرع ومن ثم لم يكن له عدول عن نص امامه كما لا يجوز
9994	الاجتهاد مع النص انتهي .	الاجتهاد مع النص انتهي .
9995	فان ولي سلطان او ذو شوكه غير اهل نفذ ,	فان ولي سلطان او ذو شوكه غير اهل نفذ ,
9996	فان ولي سلطان ولو كافرا او ذو	فان ولي سلطان ولو كافرا او ذو
9997	شوكه غيره في بلد بان انحصرت قوتها فيه غير اهل للقضاء كمقلد وجاهل وفاسق	شوكه غيره في بلد بان انحصرت قوتها فيه غير اهل للقضاء كمقلد وجاهل وفاسق
9998	اي مع علمه بنحو فسقه والا بان ظن عدالته مثلا ولو علم فسقه لم يوله	اي مع علمه بنحو فسقه والا بان ظن عدالته مثلا ولو علم فسقه لم يوله
9999	فالظاهر كما جزم به شيخنا لا ينفذ حكمه وكذا لو زاد فسقه او ارتكب مفسقا	فالظاهر كما جزم به شيخنا لا ينفذ حكمه وكذا لو زاد فسقه او ارتكب مفسقا
10000	اخر علي تردد فيه انتهي .	اخر علي تردد فيه انتهي .
10001	وجزم بعضهم بنفوذ توليته وان ولاه غير عالم بفسقه وكعبد وامراه واعمي نفذ	وجزم بعضهم بنفوذ توليته وان ولاه غير عالم بفسقه وكعبد وامراه واعمي نفذ
10002	ما فعله من التوليه وان كان هناك مجتهد عدل علي المعتمد فينفذ قضاء من ولاه	ما فعله من التوليه وان كان هناك مجتهد عدل علي المعتمد فينفذ قضاء من ولاه
10003	للضروره ولئلا تتعطل مصالح الناس وان نازع كثيرون فيما ذكر في الفاسق	للضروره ولئلا تتعطل مصالح الناس وان نازع كثيرون فيما ذكر في الفاسق
10004	واطالوا وصوبه الزركشي .	واطالوا وصوبه الزركشي .
10005	قال شيخنا : وما ذكر في المقلد محله ان كان ثم مجتهد والا نفذت توليه	قال شيخنا : وما ذكر في المقلد محله ان كان ثم مجتهد والا نفذت توليه
10006	المقلد ولو من غير ذي شوكه وكذا الفاسق فان كان هناك عدل اشترطت شوكه والا	المقلد ولو من غير ذي شوكه وكذا الفاسق فان كان هناك عدل اشترطت شوكه والا
10007	فلا كما يفيد ذلك قول ابن الرفعه الحق انه اذا لم يكن ثم من يصلح للقضاء	فلا كما يفيد ذلك قول ابن الرفعه الحق انه اذا لم يكن ثم من يصلح للقضاء
10008	نفذت توليه غير الصالح قطعا والاوجه ان قاضي الضروره يقضي بعلمه ويحفظ مال	نفذت توليه غير الصالح قطعا والاوجه ان قاضي الضروره يقضي بعلمه ويحفظ مال
10009	اليتيم ويكتب لقاض اخر خلافا للحضرمي وصرح جمع متاخرون بان قاضي الضروره	اليتيم ويكتب لقاض اخر خلافا للحضرمي وصرح جمع متاخرون بان قاضي الضروره
10010	يلزمه بيان مستنده في سائر احكامه ولا يقبل قول حكمت بكذا من غير بيان	يلزمه بيان مستنده في سائر احكامه ولا يقبل قول حكمت بكذا من غير بيان
10011	مستنده فيه ولو طلب الخصم من القاضي الفاسق تبيين الشهود التي ثبت فيها	مستنده فيه ولو طلب الخصم من القاضي الفاسق تبيين الشهود التي ثبت فيها
10012	الامر لزم القاضي بيانهم والا لم ينفذ حكمه .	الامر لزم القاضي بيانهم والا لم ينفذ حكمه .
10013	000000000000000000000000000000000	000000000000000000000000000000000
10014	فرع : يندب للامام اذا ولي ms324 قاضيا ان	فرع : يندب للامام اذا ولي ms324 قاضيا ان
10015	ياذن له في الاستخلاف وان اطلق التوليه استخلف فيما لا يقدر عليه لا غيره	ياذن له في الاستخلاف وان اطلق التوليه استخلف فيما لا يقدر عليه لا غيره
10016	في الاصح .	في الاصح .
10017	مهمه [ في بيان كون القاضي يحكم باجتهاده ان كان مجتهد او باجتهاد مقلده	مهمه [ في بيان كون القاضي يحكم باجتهاده ان كان مجتهد او باجتهاد مقلده
10018	ان كان مقلدا ] : يحكم القاضي باجتهاده ان كان مجتهدا او باجتهاد مقلده ان	ان كان مقلدا ] : يحكم القاضي باجتهاده ان كان مجتهدا او باجتهاد مقلده ان
10019	كان مقلدا وقضيه كلام الشيخين ان المقلد لا يحكم بغير مذهب مقلده وقال	كان مقلدا وقضيه كلام الشيخين ان المقلد لا يحكم بغير مذهب مقلده وقال
10020	الماوردي وغيره : يجوز وجمع ابن عبد السلام والاذرعي وغيرهما بحمل الاول علي	الماوردي وغيره : يجوز وجمع ابن عبد السلام والاذرعي وغيرهما بحمل الاول علي
10021	من لم ينته لرتبه الاجتهاد في مذهب امامه وهو المقلد الصرف الذي لم يتاهل	من لم ينته لرتبه الاجتهاد في مذهب امامه وهو المقلد الصرف الذي لم يتاهل
10022	للنظر ولا للترجيح والثاني علي من له اهليه لذلك ونقل ابن الرفعه عن	للنظر ولا للترجيح والثاني علي من له اهليه لذلك ونقل ابن الرفعه عن
10023	الاصحاب ان الحاكم المقلد اذا بان حكمه علي خلاف نص مقلده نقض حكمه ووافقه	الاصحاب ان الحاكم المقلد اذا بان حكمه علي خلاف نص مقلده نقض حكمه ووافقه
10024	النووي1 في الروضه والسبكي وقال الغزالي : لا ينقض وتبعه الرافعي بحثا في	النووي1 في الروضه والسبكي وقال الغزالي : لا ينقض وتبعه الرافعي بحثا في
10025	موضع .	موضع .
10026	وشيخنا في بعض كتبه . PageV01P613	وشيخنا في بعض كتبه . PageV01P613
10027	000000000000000000000000000000000	000000000000000000000000000000000
10028	فائده [ في بيان التقليد ] اذا تمسك	فائده [ في بيان التقليد ] اذا تمسك
10029	العامي بمذهب لزمه موافقته والا لزمه التمذهب بمذهب معين من الاربعه لا	العامي بمذهب لزمه موافقته والا لزمه التمذهب بمذهب معين من الاربعه لا
10030	غيرها ثم له وان عمل بالاول الانتقال الي غيره بالكليه او في المسائل بشرط	غيرها ثم له وان عمل بالاول الانتقال الي غيره بالكليه او في المسائل بشرط
10031	ان لا يتتبع الرخص بان ياخذ من كل مذهب بالاسهل منه فيفسق به علي الاوجه .	ان لا يتتبع الرخص بان ياخذ من كل مذهب بالاسهل منه فيفسق به علي الاوجه .
10032	وفي الخادم عن بعض المحتاطين الاولي لمن ابتلي بوسواس الاخذ بالاخف	وفي الخادم عن بعض المحتاطين الاولي لمن ابتلي بوسواس الاخذ بالاخف
10033	والرخص لئلا يزداد فيخرج عن الشرع ولضده الاخذ بالاثقل لئلا يخرج عن	والرخص لئلا يزداد فيخرج عن الشرع ولضده الاخذ بالاثقل لئلا يخرج عن
10034	الاباحه وان لا يلفق بين قولين يتولد منهما حقيقه مركبه لا يقول بها كل	الاباحه وان لا يلفق بين قولين يتولد منهما حقيقه مركبه لا يقول بها كل
10035	منهما .	منهما .
10036	وفي فتاوي شيخنا : من قلد اماما في مساله لزمه ان يجري علي قضيه مذهبه في	وفي فتاوي شيخنا : من قلد اماما في مساله لزمه ان يجري علي قضيه مذهبه في
10037	تلك المساله وجميع ما يتعلق بها فيلزم من انحرف عن عين الكعبه وصلي الي	تلك المساله وجميع ما يتعلق بها فيلزم من انحرف عن عين الكعبه وصلي الي
10038	جهتها مقلدا لابي حنيفه مثلا ان يمسح في وضوئه من الراس قدر الناصيه وان لا	جهتها مقلدا لابي حنيفه مثلا ان يمسح في وضوئه من الراس قدر الناصيه وان لا
10039	يسيل من بدنه بعد الوضوء دم وما اشبه ذلك والا كانت صلاته باطله باتفاق	يسيل من بدنه بعد الوضوء دم وما اشبه ذلك والا كانت صلاته باطله باتفاق
10040	المذهبين فليتفطن لذلك انتهي .	المذهبين فليتفطن لذلك انتهي .
10041	ووافقه العلامه عبد الله ابو مخرمه العدني وزاد فقال : قد صرح بهذا الشرط	ووافقه العلامه عبد الله ابو مخرمه العدني وزاد فقال : قد صرح بهذا الشرط
10042	الذي ذكرناه غير واحد من المحققين من اهل الاصول والفقه : منهم ابن دقيق ms325	الذي ذكرناه غير واحد من المحققين من اهل الاصول والفقه : منهم ابن دقيق ms325
10043	العيد والسبكي ونقله الاسنوي في التمهيد عن العراقي .	العيد والسبكي ونقله الاسنوي في التمهيد عن العراقي .
10044	قلت : بل نقله الرافعي في العزيز عن القاضي حسين انتهي .	قلت : بل نقله الرافعي في العزيز عن القاضي حسين انتهي .
10045	000000000000000000000000000000000	000000000000000000000000000000000
10046	وقال شيخنا المحقق ابن زياد رحمه	وقال شيخنا المحقق ابن زياد رحمه
10047	الله تعالي في فتاويه : ان الذي فهمناه من امثلتهم ان التركيب القادح انما	الله تعالي في فتاويه : ان الذي فهمناه من امثلتهم ان التركيب القادح انما
10048	يمتنع1 اذا كان في قضيه واحده فمن امثلتهم اذا توضا ولمس تقليدا لابي حنيفه	يمتنع1 اذا كان في قضيه واحده فمن امثلتهم اذا توضا ولمس تقليدا لابي حنيفه
10049	واقتصد تقليدا للشافعي ثم صلي فصلاته باطله لاتفاق الامامين علي بطلان ذلك	واقتصد تقليدا للشافعي ثم صلي فصلاته باطله لاتفاق الامامين علي بطلان ذلك
10050	وكذلك اذا توضا ومس بلا شهوه تقليدا للامام مالك ولم يدلك تقليدا للشافعي	وكذلك اذا توضا ومس بلا شهوه تقليدا للامام مالك ولم يدلك تقليدا للشافعي
10051	ثم صلي فصلاته باطله لاتفاق الامامين علي بطلان طهارته بخلاف ما اذا كان	ثم صلي فصلاته باطله لاتفاق الامامين علي بطلان طهارته بخلاف ما اذا كان
10052	التركيب من قضيتين فالذي يظهر ان ذلك غير قادح في التقليد كما اذا توضا	التركيب من قضيتين فالذي يظهر ان ذلك غير قادح في التقليد كما اذا توضا
10053	ومسح بعض راسه ثم صلي الي الجهه تقليدا لابي حنيفه فالذي يظهر صحه صلاته	ومسح بعض راسه ثم صلي الي الجهه تقليدا لابي حنيفه فالذي يظهر صحه صلاته
10054	لان الامامين لم يتفقا علي بطلان طهارته فان الخلاف فيها بحاله لا يقال	لان الامامين لم يتفقا علي بطلان طهارته فان الخلاف فيها بحاله لا يقال
10055	اتفقا علي بطلان صلاته لانا نقول هذا الاتفاق ينشا من التركيب في قضيتين .	اتفقا علي بطلان صلاته لانا نقول هذا الاتفاق ينشا من التركيب في قضيتين .
10056	والذي فهمناه انه غير قادح في التقليد ومثله ما اذا قلد الامام احمد في	والذي فهمناه انه غير قادح في التقليد ومثله ما اذا قلد الامام احمد في
10057	ان العوره السواتان وكان ترك المضمضه والاستنشاق او التسميه الذي يقول	ان العوره السواتان وكان ترك المضمضه والاستنشاق او التسميه الذي يقول
10058	الامام احمد بوجوب ذلك فالذي يظهر صحه صلاته اذا قلده في قدر العوره لانهما	الامام احمد بوجوب ذلك فالذي يظهر صحه صلاته اذا قلده في قدر العوره لانهما
10059	لم يتفقا علي بطلان طهارته التي هي قضيه واحده ولا يقدح في ذلك اتفاقهما	لم يتفقا علي بطلان طهارته التي هي قضيه واحده ولا يقدح في ذلك اتفاقهما
10060	علي بطلان صلاته فانه تركيب من قضيتين وهو غير قادح في التقليد كما يفهمه	علي بطلان صلاته فانه تركيب من قضيتين وهو غير قادح في التقليد كما يفهمه
10061	تمثيلهم .	تمثيلهم .
10062	وقد رايت في فتاوي البلقيني ما يقتضي ان التركيب بين القضيتين غير قادح	وقد رايت في فتاوي البلقيني ما يقتضي ان التركيب بين القضيتين غير قادح
10063	انتهي ملخصا . PageV01P615	انتهي ملخصا . PageV01P615
10064	ويجوز تحكيم اثنين رجلا اهلا لقضاء ,	ويجوز تحكيم اثنين رجلا اهلا لقضاء ,
10065	تتمه [ في بيان حكم الاستيفاء ] :	تتمه [ في بيان حكم الاستيفاء ] :
10066	يلزم محتاجا استفتاء عالم عدل عرف اهليته ثم ان وجد مفتيين فان اعتقد	يلزم محتاجا استفتاء عالم عدل عرف اهليته ثم ان وجد مفتيين فان اعتقد
10067	احدهما اعلم تعين تقديمه قال في الروضه : ليس لمفت وعامل علي مذهبنا في	احدهما اعلم تعين تقديمه قال في الروضه : ليس لمفت وعامل علي مذهبنا في
10068	مساله ذات وجهين او قولين ان يعتمد احدهما بلا نظر فيه فلا خلاف بل يبحث عن	مساله ذات وجهين او قولين ان يعتمد احدهما بلا نظر فيه فلا خلاف بل يبحث عن
10069	ارجحهما بنحو تاخره وان كانا لواحد انتهي .	ارجحهما بنحو تاخره وان كانا لواحد انتهي .
10070	ويجوز تحكيم اثنين ولو من غير خصومه كما في النكاح رجلا اهلا لقضاء اي ms326 من	ويجوز تحكيم اثنين ولو من غير خصومه كما في النكاح رجلا اهلا لقضاء اي ms326 من
10071	له اهليه القضاء المطلقه لا في خصوص تلك الواقعه فقط خلافا لجمع متاخرين	له اهليه القضاء المطلقه لا في خصوص تلك الواقعه فقط خلافا لجمع متاخرين
10072	ولو مع وجود قاض اهل خلافا للروضه اما غير الاهل فلا يجوز تحكيمه اي مع	ولو مع وجود قاض اهل خلافا للروضه اما غير الاهل فلا يجوز تحكيمه اي مع
10073	وجود الاهل والا جاز ولو في النكاح وان كان ثم مجتهد كما جزم به شيخنا في	وجود الاهل والا جاز ولو في النكاح وان كان ثم مجتهد كما جزم به شيخنا في
10074	شرح المنهاج تبعا لشيخه زكريا لكن الذي افتاه ان المحكم العدل لا يزوج الا	شرح المنهاج تبعا لشيخه زكريا لكن الذي افتاه ان المحكم العدل لا يزوج الا
10075	مع فقد القاضي ولو غير اهل .	مع فقد القاضي ولو غير اهل .
10076	ولا يجوز تحكيم غير العدل مطلقا ولا يفيد حكم المحكم الا برضاهما به لفظا	ولا يجوز تحكيم غير العدل مطلقا ولا يفيد حكم المحكم الا برضاهما به لفظا
10077	لا سكوتا فيعتبر رضا الزوجين معا في النكاح نعم : يكفي سكوت البكر اذا	لا سكوتا فيعتبر رضا الزوجين معا في النكاح نعم : يكفي سكوت البكر اذا
10078	استؤذنت في التحكيم .	استؤذنت في التحكيم .
10079	ولا يجوز التحكيم مع غيبه الولي ولو الي مسافه القصر ان كان ثم قاض خلافا	ولا يجوز التحكيم مع غيبه الولي ولو الي مسافه القصر ان كان ثم قاض خلافا
10080	لابن العماد لانه ينوب عن الغائب بخلاف المحكم : ويجوز له ان يحكم بعلمه علي	لابن العماد لانه ينوب عن الغائب بخلاف المحكم : ويجوز له ان يحكم بعلمه علي
10081	الاوجه .	الاوجه .
10082	وينعزل القاضي ونائبه لا عن امام بخبره وعزل نفسه	وينعزل القاضي ونائبه لا عن امام بخبره وعزل نفسه
10083	وجنون وفسق ,	وجنون وفسق ,
10084	وينعزل القاضي اي يحكم بانعزاله	وينعزل القاضي اي يحكم بانعزاله
10085	ببلوغ خبر العزل له ولو من عدل .	ببلوغ خبر العزل له ولو من عدل .
10086	وينعزل نائبه في عام او خاص بان يبلغه خبر عزل مستخلفه له او الامام	وينعزل نائبه في عام او خاص بان يبلغه خبر عزل مستخلفه له او الامام
10087	لمستخلفه ان اذن له ان يستخلف عن نفسه او اطلق .	لمستخلفه ان اذن له ان يستخلف عن نفسه او اطلق .
10088	لا حال كون النائب نائبا عن امام في عام او خاص بان قال للقاضي استخلف	لا حال كون النائب نائبا عن امام في عام او خاص بان قال للقاضي استخلف
10089	عني فلا ينعزل بذلك وانما انعزل القاضي ونائبه بخبره اي ببلوغ خبر العزل	عني فلا ينعزل بذلك وانما انعزل القاضي ونائبه بخبره اي ببلوغ خبر العزل
10090	المفهوم من ينعزل لا قبل بلوغه ذلك لعظم الضرر في نقض اقضيته لو انعزل	المفهوم من ينعزل لا قبل بلوغه ذلك لعظم الضرر في نقض اقضيته لو انعزل
10091	بخلاف الوكيل فانه ينعزل من حين العزل ولو قبل بلوغ خبره ومن علم عزله لم	بخلاف الوكيل فانه ينعزل من حين العزل ولو قبل بلوغ خبره ومن علم عزله لم
10092	ينفذ حكمه له الا ان يرضي بحكمه فيما يجوز التحكيم فيه وينعزل ايضا كل	ينفذ حكمه له الا ان يرضي بحكمه فيما يجوز التحكيم فيه وينعزل ايضا كل
10093	منهما باحد امور :	منهما باحد امور :
10094	عزل نفسه كالوكيل وجنون واغماء وان قل زمنهما وفسق اي ينعزل بفسق من لم	عزل نفسه كالوكيل وجنون واغماء وان قل زمنهما وفسق اي ينعزل بفسق من لم
10095	يعلم موليه بفسقه الاصلي او الزائد علي ما كان حال توليته واذا زالت هذه	يعلم موليه بفسقه الاصلي او الزائد علي ما كان حال توليته واذا زالت هذه
10096	الاحوال لم تعد ولايته الا بتوليه جديده في الاصح .	الاحوال لم تعد ولايته الا بتوليه جديده في الاصح .
10097	ويجوز للامام عزل قاض لم يتعين بظهور خلل لا يقتضي انعزاله ككثره الشكاوي	ويجوز للامام عزل قاض لم يتعين بظهور خلل لا يقتضي انعزاله ككثره الشكاوي
10098	فيه وبافضل منه وبمصلحه ms327 كتسكين فتنه سواء اعزله بمثله او بدونه وان لم يكن	فيه وبافضل منه وبمصلحه ms327 كتسكين فتنه سواء اعزله بمثله او بدونه وان لم يكن
10099	شيء من ذلك لم يجز عزله لانه عبث ,	شيء من ذلك لم يجز عزله لانه عبث ,
10100	ولا ينعزل قاض بموت امام ولا يقبل قول متول في غير	ولا ينعزل قاض بموت امام ولا يقبل قول متول في غير
10101	محل ولايته حكمت بكذا كمعزول .	محل ولايته حكمت بكذا كمعزول .
10102	ولكن ينفذ العزل اما اذا تعين بان	ولكن ينفذ العزل اما اذا تعين بان
10103	لم يكن ثم من يصلح غيره فيحرم علي موليه عزله ولا ينفذ وكذا عزله لنفسه	لم يكن ثم من يصلح غيره فيحرم علي موليه عزله ولا ينفذ وكذا عزله لنفسه
10104	حينئذ بخلافه في غير هذه الحاله فينفذ عزله لنفسه وان لم يعلم موليه .	حينئذ بخلافه في غير هذه الحاله فينفذ عزله لنفسه وان لم يعلم موليه .
10105	ولا ينعزل قاض بموت امام اعظم ولا بانعزاله لعظم شده الضرر بتعطيل	ولا ينعزل قاض بموت امام اعظم ولا بانعزاله لعظم شده الضرر بتعطيل
10106	الحوادث .	الحوادث .
10107	وخرج بالامام القاضي فينعزل نوابه بموته .	وخرج بالامام القاضي فينعزل نوابه بموته .
10108	ولا يقبل قول متول في غير محل ولايته وهو خارج عمله حكمت بكذا لانه لا	ولا يقبل قول متول في غير محل ولايته وهو خارج عمله حكمت بكذا لانه لا
10109	يملك انشاء الحكم حينئذ فلا ينفذ اقراره به .	يملك انشاء الحكم حينئذ فلا ينفذ اقراره به .
10110	واخذ الزركشي من ظاهر كلامهم انه اذا ولي ببلد لم يتناول مزارعها	واخذ الزركشي من ظاهر كلامهم انه اذا ولي ببلد لم يتناول مزارعها
10111	وبساتينها فلو زوج وهو باحدهما من هي بالبلد او عكسه لم يصح قيل وفيه نظر .	وبساتينها فلو زوج وهو باحدهما من هي بالبلد او عكسه لم يصح قيل وفيه نظر .
10112	قال شيخنا والنظر واضح .	قال شيخنا والنظر واضح .
10113	بل الذي يتجه انه ان علمت عاده بتبعيه او عدمها فذلك والا اتجه ما ذكره	بل الذي يتجه انه ان علمت عاده بتبعيه او عدمها فذلك والا اتجه ما ذكره
10114	اقتصارا علي ما نص له عليه وافهم قول المنهاج انه في غير محل ولايته كمعزول	اقتصارا علي ما نص له عليه وافهم قول المنهاج انه في غير محل ولايته كمعزول
10115	ان لا ينفذ منه فيه تصرف استباحه بالولايه كايجار وقف نظره للقاضي وبيع مال	ان لا ينفذ منه فيه تصرف استباحه بالولايه كايجار وقف نظره للقاضي وبيع مال
10116	يتيم وتقرير في وظيفه .	يتيم وتقرير في وظيفه .
10117	قال شيخنا وهو ظاهر .	قال شيخنا وهو ظاهر .
10118	ك : ما لا يقبل قول معزول بعد انعزاله ومحكم بعد مفارقه مجلس	ك : ما لا يقبل قول معزول بعد انعزاله ومحكم بعد مفارقه مجلس
10119	وليسو القاضي بين الخصمين ,	وليسو القاضي بين الخصمين ,
10120	حكمه حكمت بكذا لانه لا يملك انشاء	حكمه حكمت بكذا لانه لا يملك انشاء
10121	الحكم حينئذ فلا يقبل اقراره به ولا يقبل ايضا شهاده كل منهما بحكمه لانه	الحكم حينئذ فلا يقبل اقراره به ولا يقبل ايضا شهاده كل منهما بحكمه لانه
10122	يشهد بفعل نفسه الا ان شهد بحكم حاكم ولا يعلم القاضي انه حكمه فتقبل	يشهد بفعل نفسه الا ان شهد بحكم حاكم ولا يعلم القاضي انه حكمه فتقبل
10123	شهادته ان لم يكن فاسقا فان علم القاضي انه حكمه لم تقبل شهادته كما لو صرح	شهادته ان لم يكن فاسقا فان علم القاضي انه حكمه لم تقبل شهادته كما لو صرح
10124	به .	به .
10125	ويقبل قوله بمحل حكمه قبل عزله حكمت بكذا وان قال بعلمي لقدرته علي	ويقبل قوله بمحل حكمه قبل عزله حكمت بكذا وان قال بعلمي لقدرته علي
10126	الانشاء حينئذ حتي لو قال علي سبيل الحكم نساء هذه القريه : اي المحصورات	الانشاء حينئذ حتي لو قال علي سبيل الحكم نساء هذه القريه : اي المحصورات
10127	طوالق من ازواجهن قبل ان كان مجتهدا ولو في مذهب امامه .	طوالق من ازواجهن قبل ان كان مجتهدا ولو في مذهب امامه .
10128	ولا ms328 يجوز لقاض ان يتبع حكم قاض قبله صالح للقضاء .	ولا ms328 يجوز لقاض ان يتبع حكم قاض قبله صالح للقضاء .
10129	وليسو القاضي بين الخصمين وجوبا في اكرامهما وان اختلفا شرفا وجواب	وليسو القاضي بين الخصمين وجوبا في اكرامهما وان اختلفا شرفا وجواب
10130	سلامهما والنظر اليهما والاستماع للكلام وطلاقه الوجه والقيام فلا يخص	سلامهما والنظر اليهما والاستماع للكلام وطلاقه الوجه والقيام فلا يخص
